"Data Source","World Development Indicators",

"Last Updated Date","2019-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"North Macedonia","MKD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","814082","815371","815131","814723","812973","813004","817468","818791","821853","825209","836650","847756","857670","870758","878602","886512","893453","907862","924482","936623","945638","948105","946040","959460","964055","959948","951801","956562","956451",
"Mali","MLI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150280","3209460","3286967","3374145","3468681","3568806","3658684","3757148","3862422","3975685","4098394","4217426","4348995","4487333","4637145","4793970","4942966","5103426","5271337","5444027","5619761","5774246","5936841","6105746","6282207","6452470","6657184","6874017","7106940",
"Malta","MLT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135679","139111","140236","142554","144193","145176","147448","149410","151557","153400","156636","159649","160480","161290","158414","160699","163151","167277","169643","172245","176152","180374","184884","192021","199493","206432","212974","219626","226317",
"Myanmar","MMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19087378","19526182","19846316","20191078","20537991","20917602","21317408","21744302","22174354","22530282","22818939","23047389","23237353","23373523","23485329","23576479","23611201","23658773","23730458","23800805","23889050","24117856","24324492","24519081","24724182","24942807","24636187","24325830","24561204",
"Middle East & North Africa (excluding high income)","MNA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59660232","61349135","63145038","65157667","67445865","69121539","70865027","72962270","74984056","78122784","80550082","82855263","85247438","88376338","91445902","94462233","96271289","98484339","99364854","101964071","103977494","105590914","107205530","109088799","109903395","111269416","113691964","115443725","117459698",
"Montenegro","MNE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239214","241239","242959","244319","245397","246001","245806","245460","244850","244685","244294","245170","246193","247298","247835","248285","248245","248177","248158","247874","247393","246231","248666","252030","255205","258281","259116","259226","258593",
"Mongolia","MNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","738309","762267","787339","808054","824590","838080","859114","877603","896452","917235","941918","965706","990456","1015306","1037951","1063117","1086775","1108625","1131145","1154093","1172523","1211475","1216652","1243396","1269325","1288511","1280949","1311938","1330131",
"Northern Mariana Islands","MNP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5792121","6004813","6276685","6579421","6885764","7174403","7373322","7564104","7814923","8061076","8311578","8545304","8789213","9039994","9258844","9479547","9677964","9882349","10092245","10307997","10529935","10745519","10968285","11198875","11439377","11690344","12057053","12447552","12848978",
"Mauritania","MRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","572368","587823","603910","620088","638047","654828","673603","694685","715757","737257","761403","777113","794135","812076","830908","850392","869072","889251","910476","932789","955857","979391","1004082","1039146","1075639","1114505","1151671","1190076","1227825",
"Mauritius","MUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447400","456506","465176","472379","480877","487653","491566","498411","505490","513708","519737","525785","529506","532252","534564","544400","547108","545356","551767","557189","569253","566474","573825","588579","595931","603765","600938","602840","604540",
"Malawi","MWI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3960844","4025461","4055462","4062772","4077969","4108356","4164771","4248225","4350077","4466237","4585263","4688645","4799430","4918875","5047745","5186565","5340354","5501391","5670849","5852291","6047721","6249605","6472156","6708467","6936367","7166100","7406091","7641860","7893935",
"Malaysia","MYS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7073949","7286033","7498383","7708009","7925373","8149630","8392566","8653121","8975534","9255917","9531570","9794286","10057455","10334580","10620060","10921600","11180301","11437082","11628408","11980291","12262363","12798234","13304537","13912379","14267193","14613843","14882605","15161922","15470124",
"North America","NAC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142602674","143445597","145577678","147065554","149697841","151731219","153785279","156479198","158485216","160755581","162962709","164203271","165516067","166532563","167812692","169817768","171902301","173569608","175664064","175913499","175927043","176163542","177614968","178386977","179231835","180359222","182460158","184321825","184979710",
"Namibia","NAM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452791","469320","485678","502566","519255","527906","535477","543979","563244","582746","602353","615559","627991","640281","653212","667260","682624","699008","716261","733939","751702","773799","796056","853136","869415","882703","894540","918707","946165",
"New Caledonia","NCL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74735","77839","80983","84235","87489","90307","92381","94503","96485","98550","100526","102657","104736","106656","108444","110312","112194","114023","115930","117743","119639","122182","124930","127499","129937","132351","134380","136242","138116",
"Niger","NER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3268481","3370561","3488008","3615522","3751536","3895083","4033846","4180503","4332294","4491842","4658092","4802807","4961826","5131303","5310345","5496533","5676587","5869328","6072634","6292134","6524121","6759577","7010171","7279127","7561800","7860145","8156917","8474249","8812547",
"Nigeria","NGA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29287510","30041176","30825753","31636144","32492343","33395125","34218338","35101890","36028632","37012836","37995570","38929842","39917135","40892993","41725637","42830720","43884676","45013046","46206816","47456985","48757838","50046951","51395024","52804823","54247539","55806382","57389153","59035065","60724387",
"Nicaragua","NIC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1365523","1408351","1443165","1478341","1516350","1555737","1619444","1684135","1750026","1815849","1890441","1947664","2004923","2062146","2119278","2176257","2237402","2308140","2378647","2449424","2520732","2593511","2667700","2742356","2815883","2882001","2950187","3015341","3078234",
"Netherlands","NLD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6911900","7020794","7112229","7184149","7304957","7373854","7471364","7667665","7810630","7963539","8159146","8307265","8443016","8482131","8539576","8579461","8646261","8796080","8932866","9028961","8865394","8849862","8962768","8989480","8968813","9034853","9050275","9104588","9147479",
"Norway","NOR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2147920","2135449","2142750","2144831","2170149","2214762","2267529","2328932","2374899","2380166","2404600","2415947","2438080","2408232","2422666","2431376","2465923","2523281","2598565","2598436","2607609","2626284","2671563","2698761","2723816","2762074","2768877","2759248","2774280",
"Nepal","NPL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9341009","9601101","9894555","10211969","10540338","10869707","11134857","11393422","11646268","11897903","12112697","12325455","12526673","12718238","12901942","13080843","13301973","13512440","13702035","13916804","14101174","14319746","14514130","14700364","14902007","15142534","15473806","15850639","16272759",
"Nauru","NRU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1621375","1702678","1709718","1728019","1773639","1816972","1868348","1888204","1894176","1909755","1928886","1966167","2027864","2065641","2121367","2178594","2229983","2265342","2286635","2302431","2324565","2353499","2362611","2393986","2464873","2513183","2608002","2694635","2744068",
"OECD members","OED","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","501627794","507681820","512125395","514449549","520983667","525463340","531006560","537735877","542488368","547850498","552142408","555420790","560565468","564676885","569968229","577318264","583752441","589962561","596823196","600146546","603208495","605827239","611407096","616097482","620629717","625804686","632722406","638724568","641323132",
"Oman","OMN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","557920","604958","657276","712472","764477","806863","805309","796322","787557","784374","785393","800711","828379","865511","903438","946777","1008502","1080829","1167382","1273502","1402109","1557566","1739858","1937568","2136449","2325157","2459453","2591664","2711129",
"Other small states","OSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6547338","6694841","6826837","6954112","7093208","7229681","7346679","7488023","7640381","7801185","7973229","8160310","8332102","8572798","8811916","9096587","9471125","9861848","10290294","10710405","11086198","11443598","11807050","12220960","12551966","12905858","13199064","13527800","13855495",
"Pakistan","PAK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31100607","31856496","32726427","33340079","34594053","34890439","36461113","38151102","39411357","40995282","42765453","44033994","45480191","47488112","49566486","50785476","51959851","53491855","54989766","57033702","59042256","60531070","62510434","64555927","66017257","68893366","70485398","72102202","73917020",
"Panama","PAN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","928416","959701","1003890","1049026","1084299","1132983","1163976","1194654","1227120","1259506","1297316","1334443","1372738","1411919","1455594","1495275","1508505","1554710","1626647","1635127","1639499","1641467","1726470","1787263","1813015","1857694","1909898","1981664","2021457",
"Peru","PER","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7941558","8162623","8552698","8952851","9360598","9890317","10415874","10956108","11348045","11790942","11744830","12541120","13115852","13472285","14031396","13832844","14617622","15277238","15528993","15843684","16214661","16328726","16512987","16610415","16680073","16712697","16890884","17587274","18013224",
"Philippines","PHL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22743552","23482863","24241963","24961420","25627971","26344136","27004082","27701802","28525833","29245943","29986487","30703102","31385068","31883929","32718613","33616417","34563271","35450548","36389533","37635484","38640921","39965439","40568557","41292988","42618680","43256003","43870384","42902620","43732068",
"Palau","PLW","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1950387","1991970","2024456","2047676","2098231","2174397","2222923","2304229","2387571","2456097","2536261","2522114","2501998","2476433","2446331","2412550","2375528","2333857","2287136","2234829","2176626","2235955","2287984","2343276","2377937","2420940","2481588","2543115","2595814",
"Poland","POL","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17624671","17741347","17825594","17784230","17597754","17390760","17329887","17195090","17230780","17165967","17319035","17575135","17379321","17300171","17265330","17529421","17324724","17328876","17565954","17834006","18035960","18103946","18229935","18268083","18389391","18326756","18393553","18479700","18382401",
"Pre-demographic dividend","PRE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150772808","155241064","160080807","165219748","170493366","175832869","180609095","185425160","190479531","195814126","201275702","206657903","212506351","218617683","224747707","231192587","237318317","243475844","249691999","256175478","262996798","270102999","277654397","286029698","294715823","304073393","313678013","323799828","334040300",
"Puerto Rico","PRI","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1151287","1189044","1200590","1256952","1261621","1266526","1311794","1356338","1370882","1380468","1352059","1368941","1384066","1390958","1391876","1407155","1414568","1391005","1360237","1340266","1321138","1294065","1267409","1242135","1210932","1178300","1159638","1128717","1085290",
"Korea, Dem. People’s Rep.","PRK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12230075","12515206","12743853","12930792","13102101","13276199","13414040","13561116","13707030","13857796","13994416","14139049","14274640","14407968","14543116","14682190","14805648","14934081","15073244","15217575","15350964","15492762","15636926","15766025","15896438","16030733","16149446","16270764","16392612",
"Portugal","PRT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4759708","4888175","4750922","4768132","4812457","4819428","4881470","4976863","5125720","5181945","5250370","5356096","5442555","5467241","5450512","5504392","5530608","5552372","5546580","5492076","5489488","5431098","5388501","5297389","5241794","5218327","5207356","5254525","5227214",
"Paraguay","PRY","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1713582","1763356","1811398","1866595","1925327","1982391","2040180","2099456","2160482","2223618","2288958","2353451","2421188","2451293","2642880","2671017","2648231","2753600","2812513","2924846","2900567","2972850","3174619","3197594","3185957","3251311","3349186","3418287","3482267",
"West Bank and Gaza","PSE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410285","428923","448695","469705","490757","512383","540533","571460","593499","617016","642325","613013","622409","679400","703470","733722","771301","809757","831652","868058","887975","960339","1007207","1040553","1128773","1161643","1193491","1214498","1259198",
"Pacific island small states","PSS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513253","525343","536095","548969","561231","573176","583279","592987","602149","611352","621460","636647","650651","662675","675176","687994","704691","722202","740441","761289","780322","795650","799930","804744","809489","818880","830027","844543","860842",
"Post-demographic dividend","PST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467335462","471717008","474610282","476524728","480974747","484377333","488371502","492980365","495832182","499786135","504103511","505922307","509782469","513227718","516591073","521836574","526836569","531479050","536345799","537607961","538262640","538396560","541495187","544330236","546657909","549502916","553812030","557348113","557881641",
"French Polynesia","PYF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76197","77942","79857","81915","83908","85843","88389","90561","92573","94574","96652","98551","100626","102603","104406","105978","107404","108571","109941","111045","111963","113000","113854","114339","114733","115121","115562","116040","116695",
"Qatar","QAT","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","275894","283194","287056","291339","295218","299703","304168","308021","316249","327148","339178","357885","378790","410896","461775","544223","671828","837630","1024118","1215195","1398290","1519415","1634458","1741482","1841983","1935922","1992709","2039507","2080808",
"Romania","ROU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12105635","12096795","12123283","12203965","12263925","12278095","11914154","11965822","11804149","11813935","11748974","11389301","10255172","9951410","9889635","9587263","9735554","9560113","9342788","9225090","9372962","9187221","9231519","9181120","9201839","9104015","8939184","9104333","8992648",
"Russian Federation","RUS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75995507","75885741","75927054","74076758","72101197","71809703","71058246","69749619","69028276","73092377","73461827","72143551","73087254","72962056","73668404","74221397","74501961","75523314","76066468","76118376","75969251","76121763","75909195","75519863","75327362","75135866","75036834","74308529","73613697",
"Rwanda","RWA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3298473","3232261","3108374","2976265","2900410","2902255","2996902","3178530","3398871","3609427","3786136","3936340","4057452","4161779","4260276","4361570","4476413","4591954","4708563","4829801","4956981","5081151","5213765","5354250","5500877","5662842","5837873","6019499","6213959",
"South Asia","SAS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","403725358","413234378","423347581","434042129","445949695","455673857","466471707","477626464","489051285","500362130","512132035","525642548","539759459","554751196","569997401","584488540","589210364","594208095","599070193","604494731","609754218","613558494","617948751","630904747","642762416","655812405","667324660","681039793","691876318",
"Saudi Arabia","SAU","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5042848","5166616","5318982","5422592","5514102","5599077","5681928","5778403","5891122","6040237","6372524","6584415","6859128","7203746","7571246","7948307","8286175","8624137","8948070","9278979","9832752","10498713","11229016","11888440","12447872","13057688","13487766","13934519","14317258",
"Sudan","SDN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5477865","5739017","6021170","6316635","6615859","6911761","7151150","7297729","7439654","7583210","7734006","7896456","8067596","8243338","8419117","8591747","8733141","8868887","9003884","9144305","9356234","9595096","9848065","10132818","10435914","10748479","11067312","11403303","11732397",
"Senegal","SEN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2095022","2159607","2227505","2297388","2369627","2440274","2502494","2565394","2628756","2694778","2766426","2840842","2922682","3005094","3092105","3183038","3276204","3334160","3393216","3453187","3513542","3575005","3638167","3703102","3769395","3837187","3958035","4084914","4216388",
"Singapore","SGP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1509017","1564082","1615948","1662511","1722932","1783003","1852887","1920305","1982058","2003739","2046758","2117782","2121297","2101508","2137291","2214085","2314109","2444598","2629314","2721747","2806384","2886652","2995053","3055059","3139951","3222396","3260010","3267007","3283161",
"Solomon Islands","SLB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121360","125367","129120","133920","138359","142953","148156","153899","159400","165285","173108","179806","185828","190705","195738","200701","205364","209875","214430","220900","226150","230897","237466","244850","252854","260773","269247","277930","286872",
"Sierra Leone","SLE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1540463","1544658","1546487","1538096","1532283","1533596","1533975","1543831","1561498","1592707","1635216","1697264","1768002","1852397","1983696","2041739","2081985","2114229","2141951","2169608","2199838","2226089","2255091","2286028","2317712","2394286","2457784","2524297","2588338",
"El Salvador","SLV","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1923788","1971465","2021406","2093723","2161359","2173034","2154879","2176713","2271060","2288024","2293578","2299592","2304307","2386012","2361096","2405606","2458739","2512198","2540107","2568214","2533409","2561861","2629047","2684213","2666313","2665496","2729443","2822229","2855334",
"San Marino","SMR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998849","1994809","1988582","1986005","1991218","2005732","2030209","2069310","2118078","2173642","2233721","2281766","2339901","2405085","2471742","2539070","2605128","2670242","2737609","2813520","2900169","2978944","3071619","3175070","3284368","3396986","3506326","3620404","3736642",
"Serbia","SRB","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3322451","3345006","3380525","3410972","3431757","3382098","3388327","3376450","3366098","3380690","3357722","3347448","3338202","3329977","3316893","3306320","3294027","3291843","3242195","3145957","3067906","3049848","3065404","3104490","3111705","3075166","3172272","3195246","3166322",
"Sub-Saharan Africa (excluding high income)","SSA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191468797","196946619","202742877","208787632","215083104","221726686","227843332","234193664","240818236","247699085","254784163","261426464","268444502","275221970","282087469","290405085","298299067","305804165","314039369","321634173","329560538","338311592","347615091","357864310","368198913","379728643","391291534","403693112","416142008",
"South Sudan","SSD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2269341","2233343","2184845","2137510","2107740","2105391","2144466","2219610","2318911","2427709","2536602","2634106","2732668","2837974","2957830","3096787","3253471","3427024","3608678","3787003","3953775","4096262","4226211","4342392","4443862","4531158","4595463","4644869","4693222",
"Sub-Saharan Africa","SSF","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191468797","196946619","202742877","208787632","215083104","221726686","227843332","234193664","240818236","247699085","254784163","261426464","268444502","275221970","282087469","290405085","298299067","305804165","314039369","321634173","329560538","338311592","347615091","357864310","368198913","379728643","391291534","403693112","416142008",
"Small states","SST","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9440717","9643605","9831976","10014479","10212160","10392124","10548495","10723622","10906157","11105152","11314240","11548664","11766884","12063713","12366366","12711596","13144012","13590493","14076256","14549154","14972139","15377867","15794033","16275495","16656274","17053393","17412071","17791366","18163538",
"Sao Tome and Principe","STP","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34597","35399","36318","37282","38190","39051","40064","41036","42013","43058","44183","45192","46310","47491","48785","50191","51814","53651","55541","57427","59162","60938","62562","64076","65584","67182","68835","70560","72315",
"Suriname","SUR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132005","135471","138379","140501","143163","145716","148501","151594","154532","157465","160644","163519","166559","169873","173548","176925","180541","184369","188197","191958","195926","199780","203296","206775","209875","212527","214404","216827","219495",
"Slovak Republic","SVK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2618501","2630371","2573246","2520108","2457066","2481113","2516117","2517345","2525215","2551618","2585035","2632890","2623701","2658442","2674159","2661942","2653655","2650243","2681953","2672322","2683419","2686077","2710471","2717721","2723151","2738577","2762411","2760915","2750652",
"Slovenia","SVN","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","936435","937880","937853","937217","937745","939975","943456","959929","978890","964854","960897","969374","983269","962629","1009922","1018360","1024970","1039477","1035464","1042760","1042963","1022069","1016608","1011967","1016279","1009656","996942","1027298","1017180",
"Sweden","SWE","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4743268","4726207","4634766","4533403","4510507","4563210","4556818","4529644","4517995","4544043","4513479","4560921","4578453","4604438","4616939","4688555","4750128","4824750","4892083","4908054","4944327","4999766","5035410","5099944","5143382","5185238","5248306","5331688","5393425",
"Eswatini","SWZ","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208742","215112","221617","228253","234915","241407","247934","254465","260949","267295","273514","278183","282102","285668","289177","292804","297715","303313","309567","316074","322581","329286","336155","343111","350345","357691","365046","372406","379350",
"Sint Maarten (Dutch part)","SXM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3588807","3696010","3795245","3933031","4087288","4245575","4340370","4431054","4521081","4696499","4864915","4965616","5057773","5137950","5164339","5214976","5350467","5496323","5763223","5739609","5851550","5723762","5484788","5192611","4898625","4636366","4540351","4494938","4469561",
"Turks and Caicos Islands","TCA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2269411","2329982","2394503","2467129","2540806","2621195","2699103","2783476","2874930","2975392","3083835","3190807","3307925","3431614","3557321","3690055","3819329","3953059","4093417","4241565","4396106","4555356","4722000","4898222","5081130","5272149","5462164","5658069","5861612",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","833981010","848271037","864107841","879911993","895248927","909586874","927327376","942258534","956502242","970822131","985027602","994873675","1004122363","1014406013","1025536765","1033815606","1042357122","1054566511","1063004409","1069910505","1075526410","1085247317","1093058264","1097565460","1102991950","1107203232","1109681486","1114139616","1117036646",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196330943","197036373","197736389","195317556","194914450","194643411","193498587","191766050","191211429","195439485","195623019","194653364","194800202","194557833","195619184","197114263","197893692","199777105","201737389","203351171","205279902","207089595","207936772","209289647","210163929","211578072","212641664","213691277","213462552",
"Togo","TGO","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1649181","1687604","1726673","1769798","1813194","1864222","1929459","2001074","2080641","2161265","2241892","2312514","2382024","2450411","2521309","2595606","2668113","2726897","2786279","2845014","2902390","2956257","3040571","3127877","3217347","3309609","3403013","3498921","3597379",
"Thailand","THA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29885231","30409180","30877615","31305236","31736766","32374317","33156439","33857705","34202915","34405963","35146355","35862085","36319665","36747802","37282982","37778688","37945596","38534306","38926746","39179342","38928992","40050036","40095155","39221248","38987294","38920834","38677972","38793465","38903300",
"Tajikistan","TJK","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1247588","1269137","1290850","1312785","1334941","1357765","1385081","1412167","1440835","1473690","1511901","1557436","1609671","1667203","1728269","1786865","1848297","1907440","1965913","2028435","2091565","2147502","2206457","2266784","2327011","2386907","2446159","2505722","2567401",
"Turkmenistan","TKM","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1348285","1389627","1438864","1489105","1542584","1593224","1638024","1685781","1730533","1773782","1817924","1863414","1903769","1941739","1982631","2028598","2072687","2125765","2184059","2241349","2293708","2348402","2395750","2437898","2479807","2523687","2555832","2595212","2636549",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165438233","170353004","175781586","181231386","186390837","191631158","195017466","201836156","207177624","212063493","216564719","221561765","227177099","231893162","238980577","244233152","249644794","253841698","258670875","264472921","267463256","270769497","277839538","281537252","285062593","290000313","294107022","299060727","303297443",
"Timor-Leste","TLS","Labor force, total","SL.TLF.TOTL.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","281049","288306","293413","297140","299460","301039","292788","283633","275736","266285","257895","258228","255373","253611","251603","248728","250095","249681","248429","247359","246735","248367","251413","255469","259406","263394","268223","274478","279185",
